order_id,order_date,customer_region,sales_channel,order_status,order_item_id,product_id,quantity,unit_price,discount_amount,sku,product_name,category,standard_cost,selling_price,supplier_id,active_flag,revenue,total_cost,gross_profit
1069,2026-01-06,South,Ebay,Cancelled,163,83,5,269.23,0.0,SKU-0083,Pet Product 83,PET,147.63,269.23,7,Unknown,1346.15,738.15,608.0000000000001
1070,2026-03-21,Midwest,Amazon,Shipped,164,135,1,41.03,0.0,SKU-0135,Kitchen Product 135,KIT,48.81,41.03,1,Unknown,41.03,48.81,-7.780000000000001
1070,2026-03-21,Midwest,Amazon,Shipped,165,15,4,198.21,0.0,SKU-0015,Pet Product 15, Pet ,159.82,198.21,3,Y,792.84,639.28,153.56000000000006
1071,2026-01-08,Midwest,Ebay,Shipped,166,46,8,219.11,0.0,SKU-0046,Kitchen Product 46,KITCHEN,40.75,219.11,4,Y,1752.88,326.0,1426.88
1071,2026-01-08,Midwest,Ebay,Shipped,167,89,3,126.0,0.0,SKU-0089,Electronics Product 89,electronics,150.76,126.0,1,Unknown,378.0,452.28,-74.27999999999997
1071,2026-01-08,Midwest,Ebay,Shipped,168,24,5,20.55,0.0,SKU-0024,Electronics Product 24,ELECT,61.73,20.55,6,Unknown,102.75,308.65,-205.9
1071,2026-01-08,Midwest,Ebay,Shipped,169,42,4,169.53,0.0,SKU-0042,Beauty Product 42,Beauty,106.36,169.53,6,Y,678.12,425.44,252.68
1072,2026-02-03,West,Shopify,Shipped,170,58,5,57.21,0.0,SKU-0058,Electronics Product 58,ELECTRONICS,106.94,57.21,3,Y,286.05,534.7,-248.65000000000003
1073,2026-04-30,West,Shopify,Cancelled,171,150,2,100.09,0.0,SKU-0150,Sports Product 150,Sports,54.5,100.09,8,Unknown,200.18,109.0,91.18
1073,2026-04-30,West,Shopify,Cancelled,172,144,5,194.56,0.0,SKU-0144,Pet Product 144,Pet,10.05,194.56,4,N,972.8,50.25,922.55
1073,2026-04-30,West,Shopify,Cancelled,173,124,2,48.76,0.0,SKU-0124,Sports Product 124,Sports,178.94,48.76,7,Y,97.52,357.88,-260.36
1073,2026-04-30,West,Shopify,Cancelled,174,84,5,150.28,0.0,SKU-0084,Pet Product 84,pet,135.14,150.28,5,Unknown,751.4,675.6999999999999,75.70000000000005
1074,2026-02-05,Unknown,Amazon,Shipped,175,76,5,160.68,13.7,SKU-0076,Pet Product 76, Pet ,123.23,160.68,3,N,789.7,616.15,173.55000000000007
1074,2026-02-05,Unknown,Amazon,Shipped,176,100,1,233.57,0.0,SKU-0100,Beauty Product 100, Beauty ,127.41,233.57,3,Y,233.57,127.41,106.16
1074,2026-02-05,Unknown,Amazon,Shipped,177,88,4,109.3,10.61,SKU-0088,Beauty Product 88,Beauty,77.6,109.3,8,N,426.59,310.4,116.19
1074,2026-02-05,Unknown,Amazon,Shipped,178,92,5,23.27,0.0,SKU-0092,Beauty Product 92,BEAUTY,81.27,23.27,6,N,116.35,406.35,-290.0
1075,2026-01-23,East,Ebay,Shipped,179,108,6,143.48,0.0,SKU-0108,Beauty Product 108,Beauty,53.81,143.48,8,Y,860.8799999999999,322.86,538.0199999999999
1075,2026-01-23,East,Ebay,Shipped,180,119,2,27.97,0.0,SKU-0119,Electronics Product 119,ELECT,27.15,27.97,1,Y,55.94,54.3,1.6400000000000006
1075,2026-01-23,East,Ebay,Shipped,181,121,4,151.43,8.01,SKU-0121,Electronics Product 121,ELECT,54.76,151.43,6,N,597.71,219.04,378.6700000000001
1076,2026-04-15,East,Walmart,Delivered,182,47,2,100.5,0.0,SKU-0047,Office Product 47,office,122.55,100.5,6,Unknown,201.0,245.1,-44.1
1076,2026-04-15,East,Walmart,Delivered,183,81,1,244.17,0.0,SKU-0081,Home Product 81, Home ,43.3,244.17,8,Y,244.17,43.3,200.87
1076,2026-04-15,East,Walmart,Delivered,184,54,3,256.14,0.0,SKU-0054,Pet Product 54,PET,163.43,256.14,2,N,768.42,490.29,278.12999999999994
1077,2026-04-09,West,Amazon,Delivered,185,96,1,252.1,0.0,SKU-0096,Office Product 96,OFFICE,136.6,252.1,5,Unknown,252.1,136.6,115.5
1077,2026-04-09,West,Amazon,Delivered,186,5,1,59.31,0.0,SKU-0005,Toys Product 5, Toys ,64.54,59.31,6,Y,59.31,64.54,-5.230000000000004
1078,2026-01-17,South,Ebay,Delivered,187,134,6,26.36,0.0,SKU-0134,Pet Product 134, Pet ,19.08,26.36,7,N,158.16,114.48,43.68000000000001
1078,2026-01-17,South,Ebay,Delivered,188,88,8,109.3,0.0,SKU-0088,Beauty Product 88,Beauty,77.6,109.3,8,N,874.4,620.8,253.6
1078,2026-01-17,South,Ebay,Delivered,189,43,7,277.03,0.0,SKU-0043,Electronics Product 43,ELECT,88.44,277.03,3,Y,1939.21,619.0799999999999,1320.13
1078,2026-01-17,South,Ebay,Delivered,190,34,4,222.79,0.0,SKU-0034,Office Product 34, Office ,86.73,222.79,2,Y,891.16,346.92,544.24
1079,2026-01-13,Unknown,Amazon,Shipped,191,13,2,236.16,6.83,SKU-0013,Beauty Product 13,BEAUTY,152.5,236.16,4,Unknown,465.49,305.0,160.49
1080,2026-04-18,Unknown,Amazon,Shipped,192,36,7,94.39,0.0,SKU-0036,Pet Product 36,pet,78.83,94.39,4,Unknown,660.73,551.81,108.92000000000009
1080,2026-04-18,Unknown,Amazon,Shipped,193,131,2,57.46,0.0,SKU-0131,Home Product 131,HOM,44.34,57.46,5,Unknown,114.92,88.68,26.239999999999995
1080,2026-04-18,Unknown,Amazon,Shipped,194,128,4,143.39,0.0,SKU-0128,Home Product 128,home,5.47,143.39,8,Y,573.56,21.88,551.68
1081,2026-05-04,West,Shopify,Cancelled,195,23,2,58.56,12.69,SKU-0023,Sports Product 23,SPO,111.57,58.56,3,Y,104.43,223.14,-118.70999999999998
1082,2026-03-17,West,Walmart,Cancelled,196,45,1,184.44,0.0,SKU-0045,Home Product 45,HOM,48.09,184.44,2,N,184.44,48.09,136.35
1083,2026-03-22,West,Shopify,Backordered,197,12,1,61.57,0.0,SKU-0012,Toys Product 12,TOY,132.6,61.57,7,Y,61.57,132.6,-71.03
1084,2026-03-29,Midwest,Amazon,Shipped,198,117,5,293.33,12.7,SKU-0117,Pet Product 117,PET,131.8,293.33,5,Y,1453.9499999999998,659.0,794.9499999999998
1084,2026-03-29,Midwest,Amazon,Shipped,199,108,3,143.48,0.0,SKU-0108,Beauty Product 108,Beauty,53.81,143.48,8,Y,430.44,161.43,269.00999999999993
1084,2026-03-29,Midwest,Amazon,Shipped,200,41,2,153.7,6.82,SKU-0041,Office Product 41,OFF,120.83,153.7,4,Y,300.58,241.66,58.91999999999999
1084,2026-03-29,Midwest,Amazon,Shipped,201,146,8,199.6,3.54,SKU-0146,Home Product 146, Home ,170.74,199.6,3,N,1593.26,1365.92,227.33999999999992
1085,2026-05-05,Midwest,Walmart,Delivered,202,17,5,299.3,0.0,SKU-0017,Office Product 17,OFFICE,43.38,299.3,8,Y,1496.5,216.9,1279.6
1086,2026-01-25,Unknown,Shopify,Backordered,203,124,6,48.76,10.29,SKU-0124,Sports Product 124,Sports,178.94,48.76,7,Y,282.27,1073.64,-791.3699999999999
1086,2026-01-25,Unknown,Shopify,Backordered,204,39,1,129.3,0.0,SKU-0039,Pet Product 39, Pet ,42.41,129.3,1,N,129.3,42.41,86.89000000000001
1087,2026-03-26,West,Amazon,Cancelled,205,141,7,15.33,0.0,SKU-0141,Office Product 141,OFF,149.36,15.33,8,N,107.31,1045.52,-938.21
1087,2026-03-26,West,Amazon,Cancelled,206,21,8,60.07,7.22,SKU-0021,Kitchen Product 21,Kitchen,56.36,60.07,1,N,473.34,450.88,22.45999999999998
1088,2026-04-14,West,Amazon,Backordered,207,24,5,20.55,0.0,SKU-0024,Electronics Product 24,ELECT,61.73,20.55,6,Unknown,102.75,308.65,-205.9
1089,2026-03-26,West,Amazon,Delivered,208,94,8,53.67,0.0,SKU-0094,Electronics Product 94,Electronics,117.48,53.67,8,N,429.36,939.84,-510.48
1089,2026-03-26,West,Amazon,Delivered,209,1,6,84.79,0.0,SKU-0001,Home Product 1,Home,134.77,84.79,3,N,508.74,808.6200000000001,-299.8800000000001
1089,2026-03-26,West,Amazon,Delivered,210,141,6,15.33,0.0,SKU-0141,Office Product 141,OFF,149.36,15.33,8,N,91.98,896.1600000000001,-804.1800000000001
1089,2026-03-26,West,Amazon,Delivered,211,43,8,277.03,2.97,SKU-0043,Electronics Product 43,ELECT,88.44,277.03,3,Y,2213.27,707.52,1505.75
1090,2026-02-18,West,Ebay,Shipped,212,12,2,61.57,11.81,SKU-0012,Toys Product 12,TOY,132.6,61.57,7,Y,111.33,265.2,-153.87
1090,2026-02-18,West,Ebay,Shipped,213,118,3,241.69,0.0,SKU-0118,Beauty Product 118,BEAUTY,44.81,0.0,3,Y,725.0699999999999,134.43,590.6399999999999
1090,2026-02-18,West,Ebay,Shipped,214,142,7,192.45,12.74,SKU-0142,Electronics Product 142,electronics,95.73,192.45,8,N,1334.41,670.11,664.2999999999998
1090,2026-02-18,West,Ebay,Shipped,215,131,3,57.46,0.0,SKU-0131,Home Product 131,HOM,44.34,57.46,5,Unknown,172.38,133.02,39.35999999999999
1091,2026-03-05,South,Walmart,Cancelled,216,116,3,211.7,0.0,SKU-0116,Home Product 116,HOM,171.4,211.7,4,N,635.0999999999999,514.2,120.89999999999986
1091,2026-03-05,South,Walmart,Cancelled,217,141,6,15.33,0.0,SKU-0141,Office Product 141,OFF,149.36,15.33,8,N,91.98,896.1600000000001,-804.1800000000001
1091,2026-03-05,South,Walmart,Cancelled,218,52,4,59.3,0.0,SKU-0052,Home Product 52,Home,134.92,59.3,5,Y,237.2,539.68,-302.48
1092,2026-02-03,East,Shopify,Shipped,219,30,6,35.23,8.87,SKU-0030,Beauty Product 30,BEA,43.54,35.23,1,N,202.51,261.24,-58.73000000000002
1092,2026-02-03,East,Shopify,Shipped,220,137,5,181.82,13.28,SKU-0137,Pet Product 137,PET,36.76,181.82,8,Y,895.8199999999999,183.8,712.02
1092,2026-02-03,East,Shopify,Shipped,221,4,2,94.28,0.0,SKU-0004,Office Product 4,office,83.61,94.28,1,Unknown,188.56,167.22,21.340000000000003
1093,2026-02-07,South,Shopify,Delivered,222,139,1,156.21,6.02,SKU-0139,Toys Product 139,TOYS,77.04,156.21,7,Unknown,150.19,77.04,73.14999999999999
1093,2026-02-07,South,Shopify,Delivered,223,27,4,165.39,11.39,SKU-0027,Pet Product 27,PET,33.9,165.39,7,N,650.17,135.6,514.5699999999999
1094,2026-03-22,West,Amazon,Delivered,224,52,8,59.3,0.0,SKU-0052,Home Product 52,Home,134.92,59.3,5,Y,474.4,1079.36,-604.9599999999999
1094,2026-03-22,West,Amazon,Delivered,225,140,4,86.93,0.0,SKU-0140,Electronics Product 140, Electronics ,20.41,86.93,2,Unknown,347.72,81.64,266.08000000000004
1094,2026-03-22,West,Amazon,Delivered,226,76,8,160.68,0.0,SKU-0076,Pet Product 76, Pet ,123.23,160.68,3,N,1285.44,985.84,299.6
1095,2026-02-11,West,Ebay,Delivered,227,120,3,229.55,0.0,SKU-0120,Sports Product 120,sports,116.63,229.55,2,Unknown,688.6500000000001,349.89,338.7600000000001
1095,2026-02-11,West,Ebay,Delivered,228,14,5,33.86,0.0,SKU-0014,Electronics Product 14,ELECTRONICS,75.2,33.86,6,N,169.3,376.0,-206.7
1095,2026-02-11,West,Ebay,Delivered,229,19,6,298.89,0.0,SKU-0019,Home Product 19, Home ,71.78,298.89,5,Y,1793.34,430.68,1362.66
1096,2026-02-26,South,Shopify,Shipped,230,93,5,277.07,4.06,SKU-0093,Office Product 93,office,152.09,277.07,1,N,1381.29,760.45,620.8399999999999
1096,2026-02-26,South,Shopify,Shipped,231,144,1,194.56,0.0,SKU-0144,Pet Product 144,Pet,10.05,194.56,4,N,194.56,10.05,184.51
1096,2026-02-26,South,Shopify,Shipped,232,115,4,80.7,0.0,SKU-0115,Pet Product 115,PET,58.66,80.7,4,Y,322.8,234.64,88.16000000000003
1097,2026-03-14,South,Amazon,Delivered,233,125,1,273.92,0.0,SKU-0125,Beauty Product 125,BEA,71.57,273.92,5,Unknown,273.92,71.57,202.35
1097,2026-03-14,South,Amazon,Delivered,234,83,2,269.23,0.0,SKU-0083,Pet Product 83,PET,147.63,269.23,7,Unknown,538.46,295.26,243.20000000000005
1097,2026-03-14,South,Amazon,Delivered,235,138,1,106.5,0.0,SKU-0138,Pet Product 138,PET,76.46,106.5,2,Unknown,106.5,76.46,30.040000000000006
1097,2026-03-14,South,Amazon,Delivered,236,55,7,110.06,0.0,SKU-0055,Office Product 55,OFFICE,12.72,110.06,3,N,770.4200000000001,89.04,681.3800000000001
1098,2026-04-28,West,Ebay,Shipped,237,19,1,298.89,0.0,SKU-0019,Home Product 19, Home ,71.78,298.89,5,Y,298.89,71.78,227.11
1099,2026-04-14,West,Ebay,Backordered,238,31,1,35.19,0.0,SKU-0031,Home Product 31,Home,155.44,35.19,4,Y,35.19,155.44,-120.25
1099,2026-04-14,West,Ebay,Backordered,239,150,1,100.09,0.0,SKU-0150,Sports Product 150,Sports,54.5,100.09,8,Unknown,100.09,54.5,45.59
1099,2026-04-14,West,Ebay,Backordered,240,92,2,23.27,0.0,SKU-0092,Beauty Product 92,BEAUTY,81.27,23.27,6,N,46.54,162.54,-116.0
1099,2026-04-14,West,Ebay,Backordered,241,23,5,58.56,11.71,SKU-0023,Sports Product 23,SPO,111.57,58.56,3,Y,281.09000000000003,557.8499999999999,-276.7599999999999
1100,2026-03-17,South,Shopify,Shipped,242,3,3,22.56,0.0,SKU-0003,Beauty Product 3,beauty,93.44,22.56,4,N,67.67999999999999,280.32,-212.64
1100,2026-03-17,South,Shopify,Shipped,243,147,7,133.41,0.0,SKU-0147,Sports Product 147,SPO,128.45,133.41,8,N,933.87,899.1499999999999,34.72000000000014
1100,2026-03-17,South,Shopify,Shipped,244,79,4,234.02,0.0,SKU-0079,Beauty Product 79, Beauty ,111.97,234.02,8,N,936.08,447.88,488.2000000000001
1101,2026-01-30,West,Shopify,Shipped,245,141,8,15.33,0.0,SKU-0141,Office Product 141,OFF,149.36,15.33,8,N,122.64,1194.88,-1072.24
1102,2026-04-02,Unknown,Shopify,Shipped,246,26,5,166.82,0.0,SKU-0026,Pet Product 26,Pet,176.15,166.82,3,N,834.0999999999999,880.75,-46.65000000000009
1102,2026-04-02,Unknown,Shopify,Shipped,247,82,8,243.4,0.0,SKU-0082,Beauty Product 82,Beauty,84.88,243.4,6,Unknown,1947.2,679.04,1268.16
1103,2026-03-22,Unknown,Shopify,Shipped,248,71,6,277.42,0.0,SKU-0071,Office Product 71,Office,171.05,277.42,6,N,1664.52,1026.3000000000002,638.2199999999998
1103,2026-03-22,Unknown,Shopify,Shipped,249,123,8,210.64,0.0,SKU-0123,Pet Product 123,Pet,105.98,210.64,3,N,1685.12,847.84,837.2799999999999
1103,2026-03-22,Unknown,Shopify,Shipped,250,125,2,273.92,0.0,SKU-0125,Beauty Product 125,BEA,71.57,273.92,5,Unknown,547.84,143.14,404.7000000000001
1103,2026-03-22,Unknown,Shopify,Shipped,251,72,3,205.06,0.0,SKU-0072,Home Product 72,HOME,93.75,205.06,6,N,615.1800000000001,281.25,333.93000000000006
1104,2026-04-14,West,Shopify,Delivered,252,140,8,86.93,0.0,SKU-0140,Electronics Product 140, Electronics ,20.41,86.93,2,Unknown,695.44,163.28,532.1600000000001
1104,2026-04-14,West,Shopify,Delivered,253,94,7,53.67,0.0,SKU-0094,Electronics Product 94,Electronics,117.48,53.67,8,N,375.69,822.36,-446.67
1104,2026-04-14,West,Shopify,Delivered,254,35,8,46.14,0.0,SKU-0035,Office Product 35,OFFICE,145.1,46.14,4,N,369.12,1160.8,-791.68
1105,2026-02-05,East,Shopify,Backordered,255,124,6,48.76,1.57,SKU-0124,Sports Product 124,Sports,178.94,48.76,7,Y,290.99,1073.64,-782.6499999999999
1105,2026-02-05,East,Shopify,Backordered,256,60,2,115.8,0.0,SKU-0060,Beauty Product 60,beauty,121.71,115.8,7,Y,231.6,243.42,-11.819999999999991
1106,2026-01-12,South,Shopify,Delivered,257,134,5,26.36,0.0,SKU-0134,Pet Product 134, Pet ,19.08,26.36,7,N,131.8,95.4,36.40000000000002
1107,2026-03-06,West,Shopify,Backordered,258,91,6,170.65,7.82,SKU-0091,Office Product 91,OFF,135.82,170.65,4,N,1016.08,814.92,201.16000000000008
1107,2026-03-06,West,Shopify,Backordered,259,2,3,135.25,0.0,SKU-0002,Home Product 2,HOM,20.21,135.25,1,Y,405.75,60.63,345.12
1107,2026-03-06,West,Shopify,Backordered,260,20,5,168.04,0.0,SKU-0020,Electronics Product 20,Electronics,124.3,168.04,5,Unknown,840.1999999999999,621.5,218.7
1107,2026-03-06,West,Shopify,Backordered,261,41,6,153.7,0.0,SKU-0041,Office Product 41,OFF,120.83,153.7,4,Y,922.2,724.98,197.2199999999999
1108,2026-02-23,Unknown,Shopify,Delivered,262,6,4,256.54,0.0,SKU-0006,Home Product 6, Home ,21.93,256.54,5,Unknown,1026.16,87.72,938.44
1108,2026-02-23,Unknown,Shopify,Delivered,263,35,1,46.14,0.0,SKU-0035,Office Product 35,OFFICE,145.1,46.14,4,N,46.14,145.1,-98.96
1108,2026-02-23,Unknown,Shopify,Delivered,264,15,3,198.21,0.0,SKU-0015,Pet Product 15, Pet ,159.82,198.21,3,Y,594.63,479.46,115.17000000000002
1108,2026-02-23,Unknown,Shopify,Delivered,265,133,7,214.42,0.0,SKU-0133,Home Product 133, Home ,125.52,214.42,5,Y,1500.9399999999998,878.64,622.2999999999998
1109,2026-02-26,East,Amazon,Backordered,266,131,5,57.46,0.0,SKU-0131,Home Product 131,HOM,44.34,57.46,5,Unknown,287.3,221.7,65.6
1109,2026-02-26,East,Amazon,Backordered,267,117,2,293.33,4.22,SKU-0117,Pet Product 117,PET,131.8,293.33,5,Y,582.4399999999999,263.6,318.8399999999999
1110,2026-01-25,West,Walmart,Shipped,268,137,2,181.82,0.0,SKU-0137,Pet Product 137,PET,36.76,181.82,8,Y,363.64,73.52,290.12
1111,2026-04-18,Unknown,Amazon,Cancelled,269,59,8,201.6,0.0,SKU-0059,Sports Product 59,SPORTS,162.32,0.0,1,Y,1612.8,1298.56,314.24
1111,2026-04-18,Unknown,Amazon,Cancelled,270,109,3,257.52,0.0,SKU-0109,Office Product 109,OFFICE,10.02,257.52,3,N,772.56,30.06,742.5
1111,2026-04-18,Unknown,Amazon,Cancelled,271,22,5,159.69,9.38,SKU-0022,Sports Product 22,SPO,138.34,159.69,2,Unknown,789.07,691.7,97.37
1111,2026-04-18,Unknown,Amazon,Cancelled,272,66,4,94.55,0.0,SKU-0066,Sports Product 66,Sports,174.21,94.55,7,N,378.2,696.84,-318.64000000000004
1112,2026-01-31,Midwest,Amazon,Delivered,273,81,7,244.17,0.0,SKU-0081,Home Product 81, Home ,43.3,244.17,8,Y,1709.1899999999998,303.1,1406.09
1112,2026-01-31,Midwest,Amazon,Delivered,274,110,5,112.0,4.66,SKU-0110,Beauty Product 110,BEAUTY,144.62,112.0,5,Y,555.34,723.1,-167.76
1113,2026-05-04,West,Ebay,Shipped,275,65,5,203.11,9.09,SKU-0065,Sports Product 65,sports,44.01,203.11,7,Y,1006.46,220.05,786.4100000000001
1113,2026-05-04,West,Ebay,Shipped,276,36,2,94.39,11.47,SKU-0036,Pet Product 36,pet,78.83,94.39,4,Unknown,177.31,157.66,19.65000000000001
1113,2026-05-04,West,Ebay,Shipped,277,42,2,169.53,4.0,SKU-0042,Beauty Product 42,Beauty,106.36,169.53,6,Y,335.06,212.72,122.34
1113,2026-05-04,West,Ebay,Shipped,278,87,1,124.17,0.0,SKU-0087,Home Product 87,home,31.4,124.17,3,N,124.17,31.4,92.77
1114,2026-04-05,West,Amazon,Delivered,279,103,5,241.92,0.0,SKU-0103,Sports Product 103,SPO,145.97,241.92,1,Y,1209.6,729.85,479.7499999999999
1114,2026-04-05,West,Amazon,Delivered,280,45,8,184.44,0.0,SKU-0045,Home Product 45,HOM,48.09,184.44,2,N,1475.52,384.72,1090.8
1114,2026-04-05,West,Amazon,Delivered,281,133,5,214.42,0.0,SKU-0133,Home Product 133, Home ,125.52,214.42,5,Y,1072.1,627.6,444.4999999999999
1114,2026-04-05,West,Amazon,Delivered,282,44,1,34.37,0.0,SKU-0044,Home Product 44,home,16.99,34.37,4,N,34.37,16.99,17.38
1115,2026-02-21,Unknown,Amazon,Delivered,283,24,5,20.55,0.0,SKU-0024,Electronics Product 24,ELECT,61.73,20.55,6,Unknown,102.75,308.65,-205.9
1116,2026-02-14,West,Amazon,Backordered,284,129,5,95.57,0.0,SKU-0129,Electronics Product 129,electronics,55.42,95.57,8,Y,477.85,277.1,200.75
1117,2026-05-04,Midwest,Ebay,Shipped,285,8,8,118.07,0.0,SKU-0008,Sports Product 8,SPO,159.95,118.07,4,N,944.56,1279.6,-335.04
1117,2026-05-04,Midwest,Ebay,Shipped,286,98,4,285.64,0.0,SKU-0098,Home Product 98,Home,136.99,285.64,4,Unknown,1142.56,547.96,594.5999999999999
1117,2026-05-04,Midwest,Ebay,Shipped,287,81,7,244.17,0.0,SKU-0081,Home Product 81, Home ,43.3,244.17,8,Y,1709.1899999999998,303.1,1406.09
1117,2026-05-04,Midwest,Ebay,Shipped,288,68,4,138.85,5.02,SKU-0068,Sports Product 68,Sports,23.97,138.85,6,N,550.38,95.88,454.5
1118,2026-02-25,East,Ebay,Delivered,289,128,4,143.39,0.0,SKU-0128,Home Product 128,home,5.47,143.39,8,Y,573.56,21.88,551.68
1118,2026-02-25,East,Ebay,Delivered,290,68,4,138.85,0.0,SKU-0068,Sports Product 68,Sports,23.97,138.85,6,N,555.4,95.88,459.52
1119,2026-01-02,Midwest,Amazon,Delivered,291,81,8,244.17,0.0,SKU-0081,Home Product 81, Home ,43.3,244.17,8,Y,1953.36,346.4,1606.96
1119,2026-01-02,Midwest,Amazon,Delivered,292,126,3,32.17,0.0,SKU-0126,Office Product 126,OFFICE,104.51,32.17,2,Unknown,96.51,313.53000000000003,-217.02000000000004
1119,2026-01-02,Midwest,Amazon,Delivered,293,102,4,71.52,0.0,SKU-0102,Office Product 102, Office ,169.76,71.52,4,Y,286.08,679.04,-392.96
1120,2026-02-14,Unknown,Amazon,Backordered,294,81,1,244.17,0.0,SKU-0081,Home Product 81, Home ,43.3,244.17,8,Y,244.17,43.3,200.87
1120,2026-02-14,Unknown,Amazon,Backordered,295,98,2,285.64,0.0,SKU-0098,Home Product 98,Home,136.99,285.64,4,Unknown,571.28,273.98,297.29999999999995
1120,2026-02-14,Unknown,Amazon,Backordered,296,48,5,299.56,4.32,SKU-0048,Home Product 48,Home,85.2,299.56,2,Y,1493.48,426.0,1067.48
1120,2026-02-14,Unknown,Amazon,Backordered,297,88,6,109.3,3.57,SKU-0088,Beauty Product 88,Beauty,77.6,109.3,8,N,652.2299999999999,465.6,186.63
1121,2026-02-03,East,Shopify,Delivered,298,70,4,244.86,8.77,SKU-0070,Office Product 70,Office,95.99,244.86,4,Y,970.67,383.96,586.71
1122,2026-03-18,West,Amazon,Cancelled,299,102,2,71.52,0.0,SKU-0102,Office Product 102, Office ,169.76,71.52,4,Y,143.04,339.52,-196.48
1123,2026-03-07,West,Shopify,Backordered,300,86,5,81.83,0.0,SKU-0086,Pet Product 86,Pet,129.87,81.83,6,Y,409.15,649.35,-240.20000000000005
1123,2026-03-07,West,Shopify,Backordered,301,89,1,126.0,0.0,SKU-0089,Electronics Product 89,electronics,150.76,126.0,1,Unknown,126.0,150.76,-24.75999999999999
1123,2026-03-07,West,Shopify,Backordered,302,51,3,204.07,0.0,SKU-0051,Electronics Product 51,ELECT,57.39,204.07,3,Y,612.21,172.17000000000002,440.04
1123,2026-03-07,West,Shopify,Backordered,303,91,6,170.65,10.42,SKU-0091,Office Product 91,OFF,135.82,170.65,4,N,1013.48,814.92,198.56000000000017
1124,2026-04-18,West,Amazon,Shipped,304,19,2,298.89,0.0,SKU-0019,Home Product 19, Home ,71.78,298.89,5,Y,597.78,143.56,454.22
1124,2026-04-18,West,Amazon,Shipped,305,81,6,244.17,0.0,SKU-0081,Home Product 81, Home ,43.3,244.17,8,Y,1465.02,259.79999999999995,1205.22
1124,2026-04-18,West,Amazon,Shipped,306,102,5,71.52,0.0,SKU-0102,Office Product 102, Office ,169.76,71.52,4,Y,357.6,848.8,-491.2
1124,2026-04-18,West,Amazon,Shipped,307,134,8,26.36,0.0,SKU-0134,Pet Product 134, Pet ,19.08,26.36,7,N,210.88,152.64,58.24000000000001
1125,2026-02-12,West,Amazon,Backordered,308,122,1,151.15,1.37,SKU-0122,Electronics Product 122,ELECTRONICS,169.69,151.15,2,N,149.78,169.69,-19.91
1126,2026-02-28,South,Shopify,Shipped,309,33,3,42.63,0.0,SKU-0033,Pet Product 33, Pet ,38.32,42.63,7,Y,127.89,114.96,12.930000000000009
1126,2026-02-28,South,Shopify,Shipped,310,8,1,118.07,0.0,SKU-0008,Sports Product 8,SPO,159.95,118.07,4,N,118.07,159.95,-41.88
1126,2026-02-28,South,Shopify,Shipped,311,122,8,151.15,0.0,SKU-0122,Electronics Product 122,ELECTRONICS,169.69,151.15,2,N,1209.2,1357.52,-148.31999999999994
1126,2026-02-28,South,Shopify,Shipped,312,141,8,15.33,0.0,SKU-0141,Office Product 141,OFF,149.36,15.33,8,N,122.64,1194.88,-1072.24
1127,2026-03-21,West,Walmart,Cancelled,313,23,8,58.56,5.31,SKU-0023,Sports Product 23,SPO,111.57,58.56,3,Y,463.17,892.56,-429.38999999999993
1127,2026-03-21,West,Walmart,Cancelled,314,67,3,291.56,0.0,SKU-0067,Kitchen Product 67,Kitchen,25.18,291.56,3,Y,874.6800000000001,75.53999999999999,799.1400000000001
1128,2026-02-04,Midwest,Ebay,Cancelled,315,126,8,32.17,5.19,SKU-0126,Office Product 126,OFFICE,104.51,32.17,2,Unknown,252.17,836.08,-583.9100000000001
1129,2026-03-01,South,Amazon,Delivered,316,106,7,65.2,0.0,SKU-0106,Toys Product 106, Toys ,64.54,65.2,5,Y,456.4,451.78,4.6200000000000045
1129,2026-03-01,South,Amazon,Delivered,317,100,7,233.57,0.0,SKU-0100,Beauty Product 100, Beauty ,127.41,233.57,3,Y,1634.99,891.87,743.12
1130,2026-03-10,West,Shopify,Backordered,318,35,5,46.14,2.54,SKU-0035,Office Product 35,OFFICE,145.1,46.14,4,N,228.16,725.5,-497.34
1130,2026-03-10,West,Shopify,Backordered,319,116,5,211.7,10.81,SKU-0116,Home Product 116,HOM,171.4,211.7,4,N,1047.69,857.0,190.69000000000003
1131,2026-03-14,Unknown,Shopify,Cancelled,320,3,4,22.56,0.0,SKU-0003,Beauty Product 3,beauty,93.44,22.56,4,N,90.24,373.76,-283.52
1131,2026-03-14,Unknown,Shopify,Cancelled,321,127,4,38.14,0.0,SKU-0127,Beauty Product 127,beauty,51.31,38.14,4,N,152.56,205.24,-52.68000000000001
1131,2026-03-14,Unknown,Shopify,Cancelled,322,128,6,143.39,0.0,SKU-0128,Home Product 128,home,5.47,143.39,8,Y,860.3399999999999,32.82,827.5199999999999
1131,2026-03-14,Unknown,Shopify,Cancelled,323,85,2,163.57,0.0,SKU-0085,Beauty Product 85,BEAUTY,139.02,163.57,4,Y,327.14,278.04,49.099999999999966
1132,2026-02-01,Midwest,Shopify,Shipped,324,64,1,247.73,0.0,SKU-0064,Electronics Product 64, Electronics ,43.93,247.73,8,Y,247.73,43.93,203.8
1132,2026-02-01,Midwest,Shopify,Shipped,325,134,4,26.36,0.0,SKU-0134,Pet Product 134, Pet ,19.08,26.36,7,N,105.44,76.32,29.120000000000005
