po_id,supplier_id_x,product_id,warehouse,po_date,expected_date,received_date,ordered_qty,received_qty,unit_cost,po_status,lead_time_days,supplier_name,supplier_country,payment_terms,sku,product_name,category,standard_cost,selling_price,supplier_id_y,active_flag,fill_rate
5132,2,54,South Jordan,2025-12-25,2026-02-02,2026-02-05,540,539,146.24,Open,42.0,Global Goods,United States,Net 60,SKU-0054,Pet Product 54,PET,163.43,256.14,2,N,0.998148148148148
5133,4,98,Lehi,2026-03-19,2026-04-20,,122,0,135.88,Open,,Blue Ridge,United States,Unknown,SKU-0098,Home Product 98,Home,136.99,285.64,4,Unknown,0.0
5134,1,112,South Jordan,2026-02-16,2026-03-09,,106,0,131.03,Closed,,Acme Supply,China,Net 60,SKU-0112,Beauty Product 112, Beauty ,118.03,154.88,1,Y,0.0
5135,6,5,Draper,2026-02-10,2026-03-09,2026-03-11,201,168,69.43,Closed,29.0,Evergreen Imports,Vietnam,Net 30,SKU-0005,Toys Product 5, Toys ,64.54,59.31,6,Y,0.835820895522388
5136,4,36,Lehi,2026-04-01,2026-04-10,2026-04-30,234,211,94.32,Open,29.0,Blue Ridge,United States,Unknown,SKU-0036,Pet Product 36,pet,78.83,94.39,4,Unknown,0.9017094017094016
5137,5,107,Draper,2026-01-11,2026-02-13,2026-02-24,175,152,93.15,Open,44.0,Utah Wholesale,Mexico,Net 60,SKU-0107,Pet Product 107, Pet ,81.23,223.34,5,Y,0.8685714285714285
5138,6,42,Lehi,2025-12-09,2026-01-16,2026-01-23,660,621,106.28,Partial,45.0,Evergreen Imports,Vietnam,Net 30,SKU-0042,Beauty Product 42,Beauty,106.36,169.53,6,Y,0.9409090909090908
5139,4,8,Draper,2025-12-08,2026-01-05,2026-01-15,55,29,182.98,Open,38.0,Blue Ridge,United States,Unknown,SKU-0008,Sports Product 8,SPO,159.95,118.07,4,N,0.5272727272727272
5140,7,139,West Valley,2026-03-08,2026-04-22,2026-04-22,181,167,68.57,Open,45.0,Summit Trading,China,Net 30,SKU-0139,Toys Product 139,TOYS,77.04,156.21,7,Unknown,0.9226519337016574
5141,8,108,Unknown,2025-12-18,2026-01-01,,495,0,66.9,Closed,,Metro Logistics,United States,Net 60,SKU-0108,Beauty Product 108,Beauty,53.81,143.48,8,Y,0.0
5142,4,35,Unknown,2025-12-02,2025-12-28,2025-12-31,151,128,142.07,Open,29.0,Blue Ridge,United States,Unknown,SKU-0035,Office Product 35,OFFICE,145.1,46.14,4,N,0.847682119205298
5143,2,25,Unknown,2026-04-03,2026-05-11,2026-05-24,220,212,13.63,Closed,51.0,Global Goods,United States,Net 60,SKU-0025,Sports Product 25,sports,15.14,265.23,2,Y,0.9636363636363636
5144,3,58,Draper,2025-12-23,2026-01-05,2026-01-09,928,914,117.21,Partial,17.0,Primesource,Vietnam,Net 45,SKU-0058,Electronics Product 58,ELECTRONICS,106.94,57.21,3,Y,0.9849137931034484
5145,2,48,Unknown,2026-02-17,2026-03-17,2026-03-26,704,668,92.55,Partial,37.0,Global Goods,United States,Net 60,SKU-0048,Home Product 48,Home,85.2,299.56,2,Y,0.9488636363636364
5146,2,34,Salt Lake City,2026-02-23,2026-03-29,2026-03-28,613,566,99.27,Closed,33.0,Global Goods,United States,Net 60,SKU-0034,Office Product 34, Office ,86.73,222.79,2,Y,0.9233278955954324
5147,4,13,Draper,2026-01-21,2026-02-08,2026-02-23,54,44,180.58,Closed,33.0,Blue Ridge,United States,Unknown,SKU-0013,Beauty Product 13,BEAUTY,152.5,236.16,4,Unknown,0.8148148148148148
5148,7,83,South Jordan,2025-12-04,2026-01-16,2026-01-22,212,184,162.61,Closed,49.0,Summit Trading,China,Net 30,SKU-0083,Pet Product 83,PET,147.63,269.23,7,Unknown,0.8679245283018868
5149,5,117,Unknown,2026-02-07,2026-03-20,2026-04-07,306,285,146.59,Partial,59.0,Utah Wholesale,Mexico,Net 60,SKU-0117,Pet Product 117,PET,131.8,293.33,5,Y,0.931372549019608
5150,2,48,Salt Lake City,2026-02-05,2026-03-05,2026-03-15,810,768,91.13,Partial,38.0,Global Goods,United States,Net 60,SKU-0048,Home Product 48,Home,85.2,299.56,2,Y,0.9481481481481482
5151,5,133,Unknown,2026-02-07,2026-02-18,2026-02-26,677,669,107.97,Open,19.0,Utah Wholesale,Mexico,Net 60,SKU-0133,Home Product 133, Home ,125.52,214.42,5,Y,0.9881831610044312
5152,1,59,West Valley,2026-03-29,2026-04-12,2026-04-29,322,303,146.17,Closed,31.0,Acme Supply,China,Net 60,SKU-0059,Sports Product 59,SPORTS,162.32,0.0,1,Y,0.9409937888198758
5153,1,112,Unknown,2026-04-22,2026-05-04,,536,0,108.95,Closed,,Acme Supply,China,Net 60,SKU-0112,Beauty Product 112, Beauty ,118.03,154.88,1,Y,0.0
5154,2,37,Draper,2026-01-27,2026-02-04,2026-02-22,382,346,155.22,Open,26.0,Global Goods,United States,Net 60,SKU 0037,Home Product 37, Home ,146.4,258.95,2,Y,0.9057591623036648
5155,1,135,Unknown,2025-12-14,2026-01-24,2026-01-26,730,720,59.98,Partial,43.0,Acme Supply,China,Net 60,SKU-0135,Kitchen Product 135,KIT,48.81,41.03,1,Unknown,0.9863013698630136
5156,4,41,Draper,2025-12-27,2026-01-13,2026-01-27,251,217,143.46,Open,31.0,Blue Ridge,United States,Unknown,SKU-0041,Office Product 41,OFF,120.83,153.7,4,Y,0.8645418326693227
5157,3,109,Unknown,2026-01-22,2026-02-15,2026-02-22,323,297,10.08,Closed,31.0,Primesource,Vietnam,Net 45,SKU-0109,Office Product 109,OFFICE,10.02,257.52,3,N,0.9195046439628484
5159,2,54,Draper,2025-12-19,2025-12-29,2025-12-28,167,119,170.35,Closed,9.0,Global Goods,United States,Net 60,SKU-0054,Pet Product 54,PET,163.43,256.14,2,N,0.7125748502994012
5160,1,101,Salt Lake City,2026-01-11,2026-02-13,2026-02-14,274,260,205.77,Partial,34.0,Acme Supply,China,Net 60,SKU-0101,Home Product 101,home,173.83,45.81,1,Y,0.948905109489051
5161,4,36,Draper,2026-03-14,2026-03-28,2026-04-10,987,959,88.21,Closed,27.0,Blue Ridge,United States,Unknown,SKU-0036,Pet Product 36,pet,78.83,94.39,4,Unknown,0.9716312056737588
5162,6,71,South Jordan,2026-02-23,2026-03-02,2026-03-13,338,324,181.26,Closed,18.0,Evergreen Imports,Vietnam,Net 30,SKU-0071,Office Product 71,Office,171.05,277.42,6,N,0.9585798816568049
5163,6,77,West Valley,2026-01-02,2026-02-12,2026-02-21,177,160,83.6,Open,50.0,Evergreen Imports,Vietnam,Net 30,SKU-0077,Home Product 77,HOME,95.2,195.39,6,Y,0.903954802259887
5164,4,98,South Jordan,2026-02-05,2026-02-19,2026-02-27,619,571,125.67,Partial,22.0,Blue Ridge,United States,Unknown,SKU-0098,Home Product 98,Home,136.99,285.64,4,Unknown,0.9224555735056544
5165,3,58,West Valley,2026-04-14,2026-04-27,2026-05-15,637,622,131.95,Closed,31.0,Primesource,Vietnam,Net 45,SKU-0058,Electronics Product 58,ELECTRONICS,106.94,57.21,3,Y,0.976452119309262
5166,7,111,Lehi,2026-03-19,2026-03-29,2026-04-17,306,290,202.86,Open,29.0,Summit Trading,China,Net 30,SKU 0111,Electronics Product 111,ELECT,170.91,39.4,7,N,0.9477124183006536
5167,4,85,South Jordan,2026-03-19,2026-04-11,,105,0,118.89,Closed,,Blue Ridge,United States,Unknown,SKU-0085,Beauty Product 85,BEAUTY,139.02,163.57,4,Y,0.0
5168,8,150,South Jordan,2026-04-07,2026-04-28,2026-05-14,292,257,48.59,Open,37.0,Metro Logistics,United States,Net 60,SKU-0150,Sports Product 150,Sports,54.5,100.09,8,Unknown,0.8801369863013698
5169,2,145,Salt Lake City,2026-03-08,2026-04-22,2026-05-08,411,374,87.9,Open,61.0,Global Goods,United States,Net 60,SKU-0145,Toys Product 145,TOYS,101.4,172.39,2,N,0.9099756690997568
5170,3,148,South Jordan,2025-12-26,2026-01-09,,264,0,100.89,Closed,,Primesource,Vietnam,Net 45,SKU 0148,Beauty Product 148, Beauty ,101.47,124.32,3,Unknown,0.0
5171,2,11,South Jordan,2026-02-28,2026-04-04,2026-04-17,904,864,44.12,Closed,48.0,Global Goods,United States,Net 60,SKU-0011,Kitchen Product 11,KITCHEN,41.66,91.09,2,Y,0.9557522123893806
5172,7,7,Lehi,2026-01-26,2026-03-10,2026-03-25,988,962,97.02,Open,58.0,Summit Trading,China,Net 30,SKU-0007,Electronics Product 7, Electronics ,98.84,292.34,7,Y,0.9736842105263158
5173,5,117,Draper,2026-02-04,2026-03-05,2026-03-11,380,363,163.36,Closed,35.0,Utah Wholesale,Mexico,Net 60,SKU-0117,Pet Product 117,PET,131.8,293.33,5,Y,0.9552631578947368
5174,4,13,Draper,2026-02-23,2026-03-31,2026-04-15,289,276,176.51,Open,51.0,Blue Ridge,United States,Unknown,SKU-0013,Beauty Product 13,BEAUTY,152.5,236.16,4,Unknown,0.9550173010380624
5175,8,141,South Jordan,2026-02-22,2026-03-26,2026-04-14,855,850,137.24,Partial,51.0,Metro Logistics,United States,Net 60,SKU-0141,Office Product 141,OFF,149.36,15.33,8,N,0.9941520467836256
5176,4,91,Salt Lake City,2026-04-18,2026-05-09,2026-05-13,123,83,165.11,Closed,25.0,Blue Ridge,United States,Unknown,SKU-0091,Office Product 91,OFF,135.82,170.65,4,N,0.6747967479674797
5177,8,81,South Jordan,2026-04-08,2026-04-26,2026-04-27,291,269,51.63,Partial,19.0,Metro Logistics,United States,Net 60,SKU-0081,Home Product 81, Home ,43.3,244.17,8,Y,0.9243986254295532
5178,6,113,Draper,2026-03-04,2026-03-21,,350,0,64.89,Open,,Evergreen Imports,Vietnam,Net 30,SKU-0113,Sports Product 113,sports,75.77,84.34,6,N,0.0
5179,1,80,Salt Lake City,2026-04-10,2026-05-22,2026-06-03,571,559,84.3,Open,54.0,Acme Supply,China,Net 60,SKU-0080,Beauty Product 80, Beauty ,91.52,84.54,1,Unknown,0.978984238178634
5180,6,24,Draper,2026-03-15,2026-04-07,2026-04-12,565,541,61.21,Open,28.0,Evergreen Imports,Vietnam,Net 30,SKU-0024,Electronics Product 24,ELECT,61.73,20.55,6,Unknown,0.9575221238938052
5181,3,76,Draper,2026-04-26,2026-05-08,2026-05-10,473,438,145.47,Closed,14.0,Primesource,Vietnam,Net 45,SKU-0076,Pet Product 76, Pet ,123.23,160.68,3,N,0.9260042283298098
5182,6,71,Draper,2025-12-08,2026-01-15,2026-02-01,244,216,162.18,Closed,55.0,Evergreen Imports,Vietnam,Net 30,SKU-0071,Office Product 71,Office,171.05,277.42,6,N,0.8852459016393442
5183,3,38,South Jordan,2025-12-05,2025-12-30,2025-12-25,898,872,182.97,Open,20.0,Primesource,Vietnam,Net 45,SKU-0038,Electronics Product 38,Electronics,167.11,256.88,3,N,0.9710467706013364
5184,8,142,South Jordan,2026-04-26,2026-05-15,2026-05-26,614,567,96.67,Partial,30.0,Metro Logistics,United States,Net 60,SKU-0142,Electronics Product 142,electronics,95.73,192.45,8,N,0.9234527687296415
5185,8,94,Salt Lake City,2026-02-07,2026-03-13,2026-03-15,347,303,125.25,Closed,36.0,Metro Logistics,United States,Net 60,SKU-0094,Electronics Product 94,Electronics,117.48,53.67,8,N,0.8731988472622478
5186,7,83,Unknown,2026-02-03,2026-03-16,2026-03-14,959,914,171.8,Closed,39.0,Summit Trading,China,Net 30,SKU-0083,Pet Product 83,PET,147.63,269.23,7,Unknown,0.9530761209593326
5187,2,138,Unknown,2026-02-20,2026-03-05,2026-03-19,253,239,87.01,Closed,27.0,Global Goods,United States,Net 60,SKU-0138,Pet Product 138,PET,76.46,106.5,2,Unknown,0.9446640316205532
5188,1,69,Salt Lake City,2026-04-28,2026-05-08,2026-05-17,529,519,176.45,Open,19.0,Acme Supply,China,Net 60,SKU-0069,Home Product 69, Home ,162.41,69.17,1,N,0.9810964083175804
5189,4,144,Draper,2026-03-26,2026-05-07,2026-05-13,508,504,12.03,Partial,48.0,Blue Ridge,United States,Unknown,SKU-0144,Pet Product 144,Pet,10.05,194.56,4,N,0.9921259842519684
5190,8,17,South Jordan,2026-02-10,2026-03-25,2026-04-12,48,21,49.26,Closed,61.0,Metro Logistics,United States,Net 60,SKU-0017,Office Product 17,OFFICE,43.38,299.3,8,Y,0.4375
5191,4,102,Draper,2026-01-26,2026-03-02,2026-03-19,710,674,164.98,Open,52.0,Blue Ridge,United States,Unknown,SKU-0102,Office Product 102, Office ,169.76,71.52,4,Y,0.9492957746478872
5192,8,105,Salt Lake City,2026-01-07,2026-02-17,,620,0,22.9,Open,,Metro Logistics,United States,Net 60,SKU-0105,Office Product 105, Office ,23.47,288.82,8,N,0.0
5193,6,14,South Jordan,2026-03-03,2026-04-16,2026-04-13,648,602,65.83,Closed,41.0,Evergreen Imports,Vietnam,Net 30,SKU-0014,Electronics Product 14,ELECTRONICS,75.2,33.86,6,N,0.9290123456790124
5194,5,50,South Jordan,2026-02-03,2026-03-20,2026-03-20,875,829,30.08,Open,45.0,Utah Wholesale,Mexico,Net 60,SKU-0050,Kitchen Product 50,KITCHEN,32.61,252.62,5,Y,0.9474285714285714
5195,4,85,South Jordan,2025-12-24,2026-01-06,,607,0,157.14,Closed,,Blue Ridge,United States,Unknown,SKU-0085,Beauty Product 85,BEAUTY,139.02,163.57,4,Y,0.0
5196,4,98,Draper,2026-04-02,2026-04-17,2026-04-17,118,73,133.49,Closed,15.0,Blue Ridge,United States,Unknown,SKU-0098,Home Product 98,Home,136.99,285.64,4,Unknown,0.6186440677966102
5197,7,65,Salt Lake City,2026-04-08,2026-04-20,2026-04-27,225,204,41.4,Closed,19.0,Summit Trading,China,Net 30,SKU-0065,Sports Product 65,sports,44.01,203.11,7,Y,0.9066666666666666
5198,2,25,Salt Lake City,2026-04-15,2026-05-08,2026-05-22,82,39,18.82,Partial,37.0,Global Goods,United States,Net 60,SKU-0025,Sports Product 25,sports,15.14,265.23,2,Y,0.4756097560975609
5199,2,25,West Valley,2026-01-14,2026-01-21,,561,0,12.95,Closed,,Global Goods,United States,Net 60,SKU-0025,Sports Product 25,sports,15.14,265.23,2,Y,0.0
5200,8,79,South Jordan,2025-12-09,2026-01-21,2026-01-18,998,987,102.9,Open,40.0,Metro Logistics,United States,Net 60,SKU-0079,Beauty Product 79, Beauty ,111.97,234.02,8,N,0.9889779559118236
5201,7,56,Draper,2026-02-28,2026-03-13,2026-03-12,634,606,134.68,Closed,12.0,Summit Trading,China,Net 30,SKU-0056,Sports Product 56,sports,134.72,172.23,7,Y,0.9558359621451104
5202,4,130,Salt Lake City,2026-01-09,2026-02-13,2026-02-09,977,958,152.16,Partial,31.0,Blue Ridge,United States,Unknown,SKU-0130,Beauty Product 130,BEAUTY,142.87,193.14,4,N,0.9805527123848516
5203,6,28,Draper,2026-03-01,2026-03-19,2026-03-19,941,903,66.58,Closed,18.0,Evergreen Imports,Vietnam,Net 30,SKU-0028,Beauty Product 28,BEAUTY,74.82,206.43,6,N,0.9596174282678002
5204,3,87,Unknown,2026-03-28,2026-05-09,2026-05-29,478,474,38.55,Partial,62.0,Primesource,Vietnam,Net 45,SKU-0087,Home Product 87,home,31.4,124.17,3,N,0.99163179916318
5205,8,64,Salt Lake City,2026-03-05,2026-03-21,2026-03-31,212,190,51.29,Open,26.0,Metro Logistics,United States,Net 60,SKU-0064,Electronics Product 64, Electronics ,43.93,247.73,8,Y,0.8962264150943396
5206,3,123,Unknown,2025-12-27,2026-02-05,2026-02-20,348,315,128.74,Closed,55.0,Primesource,Vietnam,Net 45,SKU-0123,Pet Product 123,Pet,105.98,210.64,3,N,0.9051724137931034
5207,2,140,South Jordan,2026-01-22,2026-02-16,2026-02-25,801,776,18.97,Closed,34.0,Global Goods,United States,Net 60,SKU-0140,Electronics Product 140, Electronics ,20.41,86.93,2,Unknown,0.968789013732834
5208,6,97,South Jordan,2025-12-23,2026-01-30,2026-01-28,349,330,9.02,Closed,36.0,Evergreen Imports,Vietnam,Net 30,SKU-0097,Home Product 97, Home ,8.39,168.73,6,N,0.9455587392550144
5209,1,74,Unknown,2025-12-16,2026-01-25,2026-01-26,989,978,92.63,Partial,41.0,Acme Supply,China,Net 60,SKU 0074,Toys Product 74,TOY,104.59,130.73,1,Y,0.9888776541961576
5210,4,13,Unknown,2026-04-17,2026-04-25,2026-04-29,414,411,141.11,Closed,12.0,Blue Ridge,United States,Unknown,SKU-0013,Beauty Product 13,BEAUTY,152.5,236.16,4,Unknown,0.9927536231884058
5211,5,131,Draper,2026-04-15,2026-05-03,2026-05-19,735,729,38.48,Closed,34.0,Utah Wholesale,Mexico,Net 60,SKU-0131,Home Product 131,HOM,44.34,57.46,5,Unknown,0.9918367346938776
5212,2,48,Salt Lake City,2026-01-27,2026-02-23,2026-02-24,527,525,79.47,Closed,28.0,Global Goods,United States,Net 60,SKU-0048,Home Product 48,Home,85.2,299.56,2,Y,0.9962049335863378
5213,5,53,Draper,2025-12-31,2026-01-25,2026-01-27,695,671,78.07,Closed,27.0,Utah Wholesale,Mexico,Net 60,SKU-0053,Beauty Product 53,BEAUTY,81.27,73.03,5,Y,0.9654676258992806
5214,5,96,Lehi,2026-03-14,2026-03-23,2026-04-06,272,245,150.08,Open,23.0,Utah Wholesale,Mexico,Net 60,SKU-0096,Office Product 96,OFFICE,136.6,252.1,5,Unknown,0.9007352941176472
5215,1,80,South Jordan,2026-01-23,2026-02-16,2026-02-11,445,428,107.94,Closed,19.0,Acme Supply,China,Net 60,SKU-0080,Beauty Product 80, Beauty ,91.52,84.54,1,Unknown,0.9617977528089888
5216,5,125,South Jordan,2026-02-04,2026-03-21,2026-04-07,424,416,62.03,Closed,62.0,Utah Wholesale,Mexico,Net 60,SKU-0125,Beauty Product 125,BEA,71.57,273.92,5,Unknown,0.981132075471698
5217,5,19,Unknown,2025-12-31,2026-01-14,2026-02-03,520,500,62.92,Closed,34.0,Utah Wholesale,Mexico,Net 60,SKU-0019,Home Product 19, Home ,71.78,298.89,5,Y,0.9615384615384616
5218,7,66,Salt Lake City,2026-03-13,2026-04-07,2026-04-11,896,848,187.81,Open,29.0,Summit Trading,China,Net 30,SKU-0066,Sports Product 66,Sports,174.21,94.55,7,N,0.9464285714285714
5219,4,102,Salt Lake City,2026-01-22,2026-02-03,2026-02-13,225,195,152.93,Closed,22.0,Blue Ridge,United States,Unknown,SKU-0102,Office Product 102, Office ,169.76,71.52,4,Y,0.8666666666666667
5220,6,28,Salt Lake City,2025-12-30,2026-01-20,2026-01-27,208,193,66.1,Closed,28.0,Evergreen Imports,Vietnam,Net 30,SKU-0028,Beauty Product 28,BEAUTY,74.82,206.43,6,N,0.9278846153846154
5221,6,95,Unknown,2026-03-24,2026-04-09,2026-04-28,62,13,79.55,Closed,35.0,Evergreen Imports,Vietnam,Net 30,SKU-0095,Electronics Product 95,ELECTRONICS,71.34,75.32,6,Y,0.2096774193548387
5222,2,54,Lehi,2026-02-21,2026-03-02,2026-03-01,369,358,195.1,Partial,8.0,Global Goods,United States,Net 60,SKU-0054,Pet Product 54,PET,163.43,256.14,2,N,0.9701897018970188
5223,1,119,Salt Lake City,2026-01-22,2026-02-01,2026-01-31,989,975,26.25,Closed,9.0,Acme Supply,China,Net 60,SKU-0119,Electronics Product 119,ELECT,27.15,27.97,1,Y,0.9858442871587462
5224,5,50,Unknown,2026-02-25,2026-04-01,2026-04-10,91,73,38.72,Open,44.0,Utah Wholesale,Mexico,Net 60,SKU-0050,Kitchen Product 50,KITCHEN,32.61,252.62,5,Y,0.8021978021978022
5225,6,42,Salt Lake City,2026-01-07,2026-02-18,,78,0,95.14,Closed,,Evergreen Imports,Vietnam,Net 30,SKU-0042,Beauty Product 42,Beauty,106.36,169.53,6,Y,0.0
5226,5,133,West Valley,2026-04-17,2026-04-25,2026-04-25,761,759,153.53,Closed,8.0,Utah Wholesale,Mexico,Net 60,SKU-0133,Home Product 133, Home ,125.52,214.42,5,Y,0.9973718791064388
5227,7,27,Salt Lake City,2026-01-30,2026-02-06,2026-02-19,79,65,39.85,Open,20.0,Summit Trading,China,Net 30,SKU-0027,Pet Product 27,PET,33.9,165.39,7,N,0.8227848101265823
5228,2,145,South Jordan,2026-04-20,2026-05-01,2026-05-11,979,961,109.37,Open,21.0,Global Goods,United States,Net 60,SKU-0145,Toys Product 145,TOYS,101.4,172.39,2,N,0.9816138917262512
5229,3,100,South Jordan,2026-03-27,2026-04-18,2026-05-02,276,246,125.89,Closed,36.0,Primesource,Vietnam,Net 45,SKU-0100,Beauty Product 100, Beauty ,127.41,233.57,3,Y,0.8913043478260869
5230,5,117,South Jordan,2026-04-18,2026-05-18,2026-05-22,672,656,150.57,Closed,34.0,Utah Wholesale,Mexico,Net 60,SKU-0117,Pet Product 117,PET,131.8,293.33,5,Y,0.9761904761904762
5231,6,95,Unknown,2025-12-07,2026-01-10,2026-01-09,63,49,73.76,Closed,33.0,Evergreen Imports,Vietnam,Net 30,SKU-0095,Electronics Product 95,ELECTRONICS,71.34,75.32,6,Y,0.7777777777777778
5232,7,33,South Jordan,2026-03-02,2026-03-22,,451,0,46.12,Closed,,Summit Trading,China,Net 30,SKU-0033,Pet Product 33, Pet ,38.32,42.63,7,Y,0.0
5233,6,114,Unknown,2026-03-11,2026-04-16,2026-04-21,701,688,181.12,Closed,41.0,Evergreen Imports,Vietnam,Net 30,SKU-0114,Kitchen Product 114, Kitchen ,179.41,171.86,6,N,0.9814550641940084
5234,7,56,West Valley,2026-01-19,2026-03-03,2026-03-21,695,666,156.77,Open,61.0,Summit Trading,China,Net 30,SKU-0056,Sports Product 56,sports,134.72,172.23,7,Y,0.958273381294964
5235,8,105,South Jordan,2026-03-07,2026-04-02,2026-04-01,501,482,20.97,Open,25.0,Metro Logistics,United States,Net 60,SKU-0105,Office Product 105, Office ,23.47,288.82,8,N,0.9620758483033932
5236,5,106,Unknown,2025-12-15,2026-01-03,2026-01-15,931,904,16.82,Closed,31.0,Utah Wholesale,Mexico,Net 60,SKU-0106,Toys Product 106, Toys ,64.54,65.2,5,Y,0.970998925886144
5237,6,114,Draper,2025-12-08,2025-12-28,2026-01-13,196,155,172.11,Closed,36.0,Evergreen Imports,Vietnam,Net 30,SKU-0114,Kitchen Product 114, Kitchen ,179.41,171.86,6,N,0.7908163265306123
5238,3,148,Draper,2026-01-21,2026-02-06,2026-02-15,271,223,121.48,Closed,25.0,Primesource,Vietnam,Net 45,SKU 0148,Beauty Product 148, Beauty ,101.47,124.32,3,Unknown,0.8228782287822878
5239,8,81,Salt Lake City,2026-04-16,2026-04-25,2026-05-15,86,83,38.29,Partial,29.0,Metro Logistics,United States,Net 60,SKU-0081,Home Product 81, Home ,43.3,244.17,8,Y,0.9651162790697676
5240,6,24,Salt Lake City,2026-02-20,2026-03-21,2026-03-20,1000,977,57.73,Open,28.0,Evergreen Imports,Vietnam,Net 30,SKU-0024,Electronics Product 24,ELECT,61.73,20.55,6,Unknown,0.977
5241,8,81,Salt Lake City,2026-04-30,2026-06-04,2026-06-21,199,164,41.82,Closed,52.0,Metro Logistics,United States,Net 60,SKU-0081,Home Product 81, Home ,43.3,244.17,8,Y,0.8241206030150754
5242,1,39,Unknown,2026-01-12,2026-02-14,2026-02-28,439,399,38.73,Closed,47.0,Acme Supply,China,Net 60,SKU-0039,Pet Product 39, Pet ,42.41,129.3,1,N,0.908883826879271
5243,6,72,Salt Lake City,2026-02-03,2026-02-17,2026-02-16,951,943,96.37,Closed,13.0,Evergreen Imports,Vietnam,Net 30,SKU-0072,Home Product 72,HOME,93.75,205.06,6,N,0.9915878023133544
5244,2,122,West Valley,2026-03-09,2026-04-15,2026-04-10,620,592,190.94,Open,32.0,Global Goods,United States,Net 60,SKU-0122,Electronics Product 122,ELECTRONICS,169.69,151.15,2,N,0.9548387096774194
5245,8,147,West Valley,2026-01-17,2026-02-21,2026-03-03,989,968,143.7,Open,45.0,Metro Logistics,United States,Net 60,SKU-0147,Sports Product 147,SPO,128.45,133.41,8,N,0.9787664307381192
5246,6,95,Draper,2025-12-19,2026-01-06,2026-01-10,713,706,71.87,Closed,22.0,Evergreen Imports,Vietnam,Net 30,SKU-0095,Electronics Product 95,ELECTRONICS,71.34,75.32,6,Y,0.9901823281907434
5247,7,83,South Jordan,2026-02-14,2026-02-26,2026-03-18,526,516,126.43,Partial,32.0,Summit Trading,China,Net 30,SKU-0083,Pet Product 83,PET,147.63,269.23,7,Unknown,0.9809885931558936
5248,7,65,South Jordan,2026-01-20,2026-02-28,2026-03-11,945,925,53.53,Closed,50.0,Summit Trading,China,Net 30,SKU-0065,Sports Product 65,sports,44.01,203.11,7,Y,0.9788359788359788
5249,6,14,South Jordan,2026-02-01,2026-02-27,2026-03-07,365,323,65.14,Open,34.0,Evergreen Imports,Vietnam,Net 30,SKU-0014,Electronics Product 14,ELECTRONICS,75.2,33.86,6,N,0.8849315068493151
5250,6,86,Salt Lake City,2026-04-22,2026-05-01,2026-05-15,30,11,148.55,Closed,23.0,Evergreen Imports,Vietnam,Net 30,SKU-0086,Pet Product 86,Pet,129.87,81.83,6,Y,0.3666666666666666
5251,5,52,South Jordan,2026-04-01,2026-05-02,2026-05-19,708,687,129.27,Partial,48.0,Utah Wholesale,Mexico,Net 60,SKU-0052,Home Product 52,Home,134.92,59.3,5,Y,0.9703389830508474
5252,5,132,Lehi,2026-03-20,2026-04-22,2026-04-21,985,950,15.26,Closed,32.0,Utah Wholesale,Mexico,Net 60,SKU-0132,Toys Product 132,Toys,15.44,240.9,5,N,0.964467005076142
5253,2,126,West Valley,2026-02-12,2026-03-08,2026-03-17,960,928,116.92,Open,33.0,Global Goods,United States,Net 60,SKU-0126,Office Product 126,OFFICE,104.51,32.17,2,Unknown,0.9666666666666668
5254,5,6,Draper,2026-01-03,2026-01-16,2026-01-16,402,353,19.21,Open,13.0,Utah Wholesale,Mexico,Net 60,SKU-0006,Home Product 6, Home ,21.93,256.54,5,Unknown,0.8781094527363185
5255,5,20,Salt Lake City,2025-12-04,2025-12-11,2025-12-16,911,902,150.85,Open,12.0,Utah Wholesale,Mexico,Net 60,SKU-0020,Electronics Product 20,Electronics,124.3,168.04,5,Unknown,0.9901207464324918
5256,3,118,Salt Lake City,2026-02-24,2026-03-09,2026-03-05,741,730,40.57,Open,9.0,Primesource,Vietnam,Net 45,SKU-0118,Beauty Product 118,BEAUTY,44.81,0.0,3,Y,0.9851551956815114
5257,6,24,Salt Lake City,2025-12-02,2026-01-05,2026-01-07,235,211,53.71,Partial,36.0,Evergreen Imports,Vietnam,Net 30,SKU-0024,Electronics Product 24,ELECT,61.73,20.55,6,Unknown,0.8978723404255319
5258,8,136,Draper,2026-01-20,2026-02-26,2026-03-15,527,497,13.15,Partial,54.0,Metro Logistics,United States,Net 60,SKU-0136,Sports Product 136,SPO,12.04,230.54,8,Y,0.9430740037950665
5259,7,16,Lehi,2026-03-25,2026-04-12,2026-04-09,200,191,167.81,Open,15.0,Summit Trading,China,Net 30,SKU-0016,Toys Product 16,toys,135.37,168.61,7,Y,0.955
5260,3,148,West Valley,2026-01-19,2026-02-02,2026-01-30,212,164,93.84,Closed,11.0,Primesource,Vietnam,Net 45,SKU 0148,Beauty Product 148, Beauty ,101.47,124.32,3,Unknown,0.7735849056603774
5261,6,42,Draper,2026-03-13,2026-04-26,2026-05-04,538,511,117.66,Partial,52.0,Evergreen Imports,Vietnam,Net 30,SKU-0042,Beauty Product 42,Beauty,106.36,169.53,6,Y,0.949814126394052
5262,1,89,Draper,2026-02-01,2026-03-13,2026-03-29,277,273,145.12,Open,56.0,Acme Supply,China,Net 60,SKU-0089,Electronics Product 89,electronics,150.76,126.0,1,Unknown,0.9855595667870036
