inventory_id,product_id,warehouse,quantity_on_hand,last_updated,sku,product_name,category,standard_cost,selling_price,supplier_id,active_flag,inventory_value
245,118,Salt Lake City,23,2026-03-13,SKU-0118,Beauty Product 118,BEAUTY,44.81,0.0,3.0,Y,1030.63
246,119,Lehi,292,2026-03-22,SKU-0119,Electronics Product 119,ELECT,27.15,27.97,1.0,Y,7927.799999999999
247,119,Draper,15,2026-03-22,SKU-0119,Electronics Product 119,ELECT,27.15,27.97,1.0,Y,407.25
248,119,South Jordan,279,2026-04-12,SKU-0119,Electronics Product 119,ELECT,27.15,27.97,1.0,Y,7574.849999999999
249,120,Draper,152,2026-03-18,SKU-0120,Sports Product 120,sports,116.63,229.55,2.0,Unknown,17727.76
250,120,South Jordan,30,2026-04-05,SKU-0120,Sports Product 120,sports,116.63,229.55,2.0,Unknown,3498.9
251,121,South Jordan,174,2026-04-11,SKU-0121,Electronics Product 121,ELECT,54.76,151.43,6.0,N,9528.24
252,121,Draper,441,2026-03-16,SKU-0121,Electronics Product 121,ELECT,54.76,151.43,6.0,N,24149.16
253,122,South Jordan,389,2026-03-27,SKU-0122,Electronics Product 122,ELECTRONICS,169.69,151.15,2.0,N,66009.41
254,122,Draper,54,2026-04-02,SKU-0122,Electronics Product 122,ELECTRONICS,169.69,151.15,2.0,N,9163.26
255,123,Lehi,230,2026-04-25,SKU-0123,Pet Product 123,Pet,105.98,210.64,3.0,N,24375.4
256,124,Lehi,484,2026-03-23,SKU-0124,Sports Product 124,Sports,178.94,48.76,7.0,Y,86606.95999999999
257,125,Draper,416,2026-03-26,SKU-0125,Beauty Product 125,BEA,71.57,273.92,5.0,Unknown,29773.119999999995
258,125,Draper,369,2026-03-14,SKU-0125,Beauty Product 125,BEA,71.57,273.92,5.0,Unknown,26409.33
259,126,South Jordan,263,2026-03-06,SKU-0126,Office Product 126,OFFICE,104.51,32.17,2.0,Unknown,27486.13
260,127,South Jordan,46,2026-03-30,SKU-0127,Beauty Product 127,beauty,51.31,38.14,4.0,N,2360.26
261,127,Salt Lake City,234,2026-04-18,SKU-0127,Beauty Product 127,beauty,51.31,38.14,4.0,N,12006.54
262,128,West Valley,144,2026-03-06,SKU-0128,Home Product 128,home,5.47,143.39,8.0,Y,787.68
263,128,Salt Lake City,431,2026-04-01,SKU-0128,Home Product 128,home,5.47,143.39,8.0,Y,2357.57
264,128,South Jordan,146,2026-03-08,SKU-0128,Home Product 128,home,5.47,143.39,8.0,Y,798.62
265,129,South Jordan,68,2026-03-16,SKU-0129,Electronics Product 129,electronics,55.42,95.57,8.0,Y,3768.56
266,130,South Jordan,23,2026-03-26,SKU-0130,Beauty Product 130,BEAUTY,142.87,193.14,4.0,N,3286.01
267,130,West Valley,287,2026-03-27,SKU-0130,Beauty Product 130,BEAUTY,142.87,193.14,4.0,N,41003.69
268,131,Salt Lake City,258,2026-03-27,SKU-0131,Home Product 131,HOM,44.34,57.46,5.0,Unknown,11439.72
269,131,South Jordan,143,2026-03-23,SKU-0131,Home Product 131,HOM,44.34,57.46,5.0,Unknown,6340.620000000001
270,132,Salt Lake City,201,2026-04-10,SKU-0132,Toys Product 132,Toys,15.44,240.9,5.0,N,3103.44
271,132,Draper,285,2026-03-14,SKU-0132,Toys Product 132,Toys,15.44,240.9,5.0,N,4400.4
272,132,Salt Lake City,73,2026-03-30,SKU-0132,Toys Product 132,Toys,15.44,240.9,5.0,N,1127.12
273,133,Unknown,23,2026-03-17,SKU-0133,Home Product 133, Home ,125.52,214.42,5.0,Y,2886.96
274,133,Salt Lake City,170,2026-03-29,SKU-0133,Home Product 133, Home ,125.52,214.42,5.0,Y,21338.4
275,134,Draper,167,2026-04-11,SKU-0134,Pet Product 134, Pet ,19.08,26.36,7.0,N,3186.36
276,134,Unknown,83,2026-03-23,SKU-0134,Pet Product 134, Pet ,19.08,26.36,7.0,N,1583.64
277,135,Lehi,424,2026-03-31,SKU-0135,Kitchen Product 135,KIT,48.81,41.03,1.0,Unknown,20695.44
278,135,West Valley,362,2026-04-01,SKU-0135,Kitchen Product 135,KIT,48.81,41.03,1.0,Unknown,17669.22
280,136,South Jordan,298,2026-03-05,SKU-0136,Sports Product 136,SPO,12.04,230.54,8.0,Y,3587.92
281,137,Salt Lake City,495,2026-03-13,SKU-0137,Pet Product 137,PET,36.76,181.82,8.0,Y,18196.2
282,137,South Jordan,296,2026-03-16,SKU-0137,Pet Product 137,PET,36.76,181.82,8.0,Y,10880.96
283,137,Draper,26,2026-04-21,SKU-0137,Pet Product 137,PET,36.76,181.82,8.0,Y,955.76
284,138,South Jordan,348,2026-03-26,SKU-0138,Pet Product 138,PET,76.46,106.5,2.0,Unknown,26608.08
285,138,Draper,485,2026-04-19,SKU-0138,Pet Product 138,PET,76.46,106.5,2.0,Unknown,37083.1
286,138,Unknown,9,2026-04-05,SKU-0138,Pet Product 138,PET,76.46,106.5,2.0,Unknown,688.14
287,139,South Jordan,353,2026-03-30,SKU-0139,Toys Product 139,TOYS,77.04,156.21,7.0,Unknown,27195.120000000003
288,140,South Jordan,70,2026-03-27,SKU-0140,Electronics Product 140, Electronics ,20.41,86.93,2.0,Unknown,1428.7
289,140,Salt Lake City,166,2026-04-01,SKU-0140,Electronics Product 140, Electronics ,20.41,86.93,2.0,Unknown,3388.06
290,140,West Valley,269,2026-04-20,SKU-0140,Electronics Product 140, Electronics ,20.41,86.93,2.0,Unknown,5490.29
291,141,Unknown,279,2026-03-13,SKU-0141,Office Product 141,OFF,149.36,15.33,8.0,N,41671.44
292,141,West Valley,444,2026-03-21,SKU-0141,Office Product 141,OFF,149.36,15.33,8.0,N,66315.84000000001
293,142,Lehi,490,2026-03-27,SKU-0142,Electronics Product 142,electronics,95.73,192.45,8.0,N,46907.7
294,142,South Jordan,152,2026-04-12,SKU-0142,Electronics Product 142,electronics,95.73,192.45,8.0,N,14550.96
295,142,Salt Lake City,394,2026-04-18,SKU-0142,Electronics Product 142,electronics,95.73,192.45,8.0,N,37717.62
296,143,South Jordan,178,2026-03-03,SKU-0143,Pet Product 143,Pet,40.62,171.53,5.0,N,7230.36
297,143,West Valley,407,2026-04-13,SKU-0143,Pet Product 143,Pet,40.62,171.53,5.0,N,16532.34
298,143,Draper,62,2026-03-28,SKU-0143,Pet Product 143,Pet,40.62,171.53,5.0,N,2518.44
299,144,South Jordan,488,2026-04-22,SKU-0144,Pet Product 144,Pet,10.05,194.56,4.0,N,4904.400000000001
300,144,West Valley,148,2026-03-17,SKU-0144,Pet Product 144,Pet,10.05,194.56,4.0,N,1487.4
301,145,West Valley,473,2026-04-15,SKU-0145,Toys Product 145,TOYS,101.4,172.39,2.0,N,47962.2
302,146,South Jordan,423,2026-03-03,SKU-0146,Home Product 146, Home ,170.74,199.6,3.0,N,72223.02
303,146,Draper,287,2026-04-23,SKU-0146,Home Product 146, Home ,170.74,199.6,3.0,N,49002.380000000005
304,146,Salt Lake City,55,2026-03-25,SKU-0146,Home Product 146, Home ,170.74,199.6,3.0,N,9390.7
305,147,Draper,25,2026-03-29,SKU-0147,Sports Product 147,SPO,128.45,133.41,8.0,N,3211.2499999999995
306,148,Draper,26,2026-04-10,SKU 0148,Beauty Product 148, Beauty ,101.47,124.32,3.0,Unknown,2638.22
307,149,South Jordan,394,2026-03-27,SKU-0149,Home Product 149,HOME,140.22,258.51,6.0,Unknown,55246.68
308,149,Salt Lake City,500,2026-04-05,SKU-0149,Home Product 149,HOME,140.22,258.51,6.0,Unknown,70110.0
309,149,West Valley,334,2026-03-06,SKU-0149,Home Product 149,HOME,140.22,258.51,6.0,Unknown,46833.48
310,150,South Jordan,387,2026-04-11,SKU-0150,Sports Product 150,Sports,54.5,100.09,8.0,Unknown,21091.5
311,150,Draper,146,2026-03-04,SKU-0150,Sports Product 150,Sports,54.5,100.09,8.0,Unknown,7957.0
312,9999,Salt Lake City,50,2026-05-01,,,,,,,,
