order_item_id,order_id,product_id,quantity,unit_price,discount_amount
901,1364,57,7,266.69,0
902,1364,120,8,229.55,5.38
903,1364,98,3,285.64,0
904,1365,17,4,299.3,0
905,1366,80,1,84.54,0
906,1367,129,3,95.57,1.33
907,1368,42,6,169.53,0
908,1368,87,5,124.17,6.04
909,1369,141,2,15.33,7.98
910,1369,81,3,244.17,0
911,1369,18,5,60.59,0
912,1370,94,5,53.67,0
913,1371,15,4,198.21,0
914,1372,120,8,229.55,0
915,1372,28,7,206.43,0
916,1372,103,6,241.92,0
917,1372,125,4,273.92,10.83
918,1373,16,6,168.61,12.05
919,1373,55,1,110.06,0
920,1373,109,5,257.52,0
921,1373,22,3,159.69,1.97
922,1374,43,4,277.03,5.89
923,1374,124,8,48.76,0
924,1374,112,6,154.88,13.78
925,1375,128,6,143.39,2.59
926,1375,68,1,138.85,0
927,1376,54,4,256.14,0
928,1376,95,6,75.32,0
929,1376,129,2,95.57,10.79
930,1377,142,3,192.45,8.6
931,1377,73,7,134.83,0
932,1378,75,7,180.3,3.97
933,1379,2,6,135.25,0
934,1379,69,5,69.17,5.3
935,1379,62,1,109.67,13.6
936,1379,9,1,235.32,0
937,1380,14,7,33.86,2.8
938,1380,45,7,184.44,0
939,1380,112,4,154.88,0
940,1380,130,2,193.14,9.84
941,1381,8,2,118.07,0
942,1381,34,8,222.79,0
943,1382,149,2,258.51,0
944,1383,125,2,273.92,3.94
945,1384,140,1,86.93,0
946,1384,32,4,221.16,0
947,1384,133,3,214.42,0
948,1384,30,4,35.23,0
949,1385,132,7,240.9,0
950,1385,45,4,184.44,0
951,1385,101,2,45.81,0
952,1385,43,4,277.03,14.35
953,1386,96,2,252.1,0
954,1386,131,5,57.46,0
955,1386,136,6,230.54,0
956,1387,82,1,243.4,0
957,1388,20,7,168.04,10.55
958,1388,82,6,243.4,0
959,1388,127,8,38.14,0
960,1389,119,5,27.97,2.83
961,1390,127,1,38.14,6.51
962,1390,127,2,38.14,0
963,1390,8,4,118.07,0
964,1391,29,1,33.25,0
965,1392,150,7,100.09,0
966,1392,134,4,26.36,9.09
967,1393,20,2,168.04,0
968,1393,55,1,110.06,10.39
969,1394,34,4,222.79,13.83
970,1395,38,8,256.88,0
971,1396,111,4,39.4,3.11
972,1396,131,6,57.46,0
973,1396,95,2,75.32,1.69
974,1397,29,4,33.25,0
975,1397,148,5,124.32,0
976,1398,89,5,126.0,0
977,1398,1,2,84.79,3.59
978,1399,110,6,112.0,0
979,1399,20,3,168.04,0
980,1399,91,8,170.65,9.16
981,1399,64,8,247.73,0
982,1400,126,6,32.17,0
983,1400,125,5,273.92,0
984,1400,91,5,170.65,10.94
985,1400,29,5,33.25,0
986,1401,28,5,206.43,13.28
987,1401,135,3,41.03,0
988,1401,85,7,163.57,0
989,1401,80,4,84.54,0
990,1402,39,5,129.3,0
991,1402,78,8,71.75,0
992,1402,4,8,94.28,0
993,1402,32,1,221.16,0
994,1403,150,2,100.09,0
995,1403,122,6,151.15,4.48
996,1403,109,7,257.52,0
997,1403,67,5,291.56,0
998,1404,22,5,159.69,8.93
999,1404,140,3,86.93,6.26
1000,1404,25,3,265.23,0
1001,1405,36,5,94.39,0
1002,1406,14,2,33.86,0
1003,1406,86,2,81.83,12.51
1004,1406,85,1,163.57,0
1005,1406,53,3,73.03,8.87
1006,1407,31,2,35.19,0
1007,1407,122,1,151.15,12.66
1008,1408,111,3,39.4,0
1009,1409,127,6,38.14,10.35
1010,1410,8,5,118.07,7.4
1011,1410,3,5,22.56,1.48
1012,1411,135,7,41.03,0
1013,1411,39,6,129.3,0
1014,1411,118,3,84.02,0
1015,1412,83,6,269.23,9.18
1016,1412,18,1,60.59,0
1017,1413,17,1,299.3,0
1018,1413,10,2,144.22,0
1019,1413,8,3,118.07,5.5
1020,1413,97,3,168.73,0
1021,1414,53,1,73.03,0
1022,1415,92,3,23.27,12.22
1023,1415,110,7,112.0,0
1024,1415,33,5,42.63,2.41
1025,1416,137,4,181.82,0
1026,1417,52,6,59.3,0
1027,1417,36,4,94.39,0
1028,1417,16,4,168.61,0
1029,1418,128,4,143.39,10.1
1030,1419,111,7,39.4,0
1031,1419,113,2,84.34,0
1032,1420,4,4,94.28,0
1033,1421,20,2,168.04,0
1034,1422,82,2,243.4,1.76
1035,1422,125,5,273.92,0
1036,1422,134,4,26.36,0
1037,1423,99,5,50.97,0
1038,1423,16,5,168.61,12.96
1039,1423,127,1,38.14,13.08
1040,1424,68,4,138.85,0
1041,1424,112,7,154.88,0
1042,1424,28,7,206.43,0
1043,1425,4,5,94.28,0
1044,1425,22,4,159.69,0
1045,1426,68,3,138.85,0
1046,1426,113,1,84.34,0
1047,1426,123,4,210.64,0
1048,1427,38,1,256.88,0
1049,1427,48,8,299.56,0
1050,1428,90,2,115.25,2.08
1051,1428,29,2,33.25,0
1052,1429,96,8,252.1,0
1053,1429,8,3,118.07,0
1054,1429,39,1,129.3,0
1055,1429,81,6,244.17,14.16
1056,1430,138,2,106.5,0
1057,1430,121,8,151.43,0
1058,1430,148,5,124.32,0
1059,1430,63,6,214.86,0
1060,1431,124,4,48.76,7.29
1061,1431,59,3,232.91,4.43
1062,1431,150,3,100.09,0
1063,1432,108,5,143.48,11.72
1064,1433,143,4,171.53,0
1065,1433,87,6,124.17,0
1066,1433,12,2,61.57,0
1067,1433,115,7,80.7,9.83
1068,1434,98,6,285.64,0
1069,1434,25,4,265.23,0
1070,1434,13,7,236.16,4.99
1071,1434,82,3,243.4,0
1072,1435,125,8,273.92,0
1073,1435,74,5,130.73,0
1074,1435,60,5,115.8,0
1075,1436,147,7,133.41,0
1076,1436,117,5,293.33,0
1077,1436,114,7,171.86,0
1078,1437,117,2,293.33,0
1079,1437,10,7,144.22,0
1080,1437,49,1,280.98,0
1081,1438,73,3,134.83,0
1082,1438,133,4,214.42,0
1083,1438,126,4,32.17,0
1084,1438,108,5,143.48,0
1085,1439,140,8,86.93,0
1086,1439,29,5,33.25,6.87
1087,1439,84,4,150.28,0
1088,1440,8,5,118.07,0
1089,1440,105,1,288.82,0
1090,1441,87,1,124.17,5.32
1091,1441,57,3,266.69,0
1092,1442,6,7,256.54,0
1093,1443,96,6,252.1,0
1094,1443,4,1,94.28,0
1095,1444,103,3,241.92,0
1096,1444,22,2,159.69,2.03
1097,1444,6,1,256.54,0
1098,1444,25,7,265.23,0
1099,1445,71,8,277.42,0
1100,1445,148,8,124.32,6.27
1101,1445,24,4,20.55,0
1102,1446,102,4,71.52,7.26
1103,1447,22,3,159.69,6.64
1104,1447,134,4,26.36,1.83
1105,1448,144,8,194.56,0
1106,1448,61,6,293.22,7.46
1107,1449,43,4,277.03,0
1108,1450,112,5,154.88,0
